ID,IID,Title,Description,Type,URL,State,Confidential,Locked,Milestone,Labels,Author,Author Username,Assignee,Assignee Username,Created At (UTC),Updated At (UTC),Closed At (UTC),Due Date,Start Date,Parent ID,Parent IID,Parent Title,Time Estimate,Time Spent,Weight
191122555,30,US : Notifications Slack lors de l'assignation d'une tâche à un collaborateur,"### 👤 Rôle utilisateur
**En tant que** développeur
**Je souhaite** recevoir une notification Slack directe (DM) ou une mention quand une tâche m'est assignée
**Afin de** savoir immédiatement que je dois commencer à travailler sur un nouveau sujet

### 📋 Critères d'acceptation (Gherkin / Règles)
- Résolution de l'email de l'utilisateur TaskFlow avec son identifiant Slack
- Envoi d'un message direct personnalisé de la part du bot TaskFlow

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/30,Closed,No,No,,"Feature::A - Slack, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:24,2026-05-27 13:26:25,2026-05-27 13:26:25,,,,,,,,
191122559,31,US : Envoyer un digest hebdomadaire des tâches en retard sur Slack,"### 👤 Rôle utilisateur
**En tant que** manager d'équipe
**Je souhaite** recevoir chaque lundi matin à 9h00 un résumé visuel de toutes les tâches en retard de notre projet sur Slack
**Afin de** lancer des actions correctives rapidement lors du standup hebdomadaire

### 📋 Critères d'acceptation (Gherkin / Règles)
- Tâche planifiée Cron côté serveur
- Liste des tâches triée par retard croissant avec mention des responsables

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/31,Closed,No,No,,"Feature::A - Slack, Priority::Low, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:26,2026-05-27 13:26:27,2026-05-27 13:26:26,,,,,,,,
191122560,32,Bug : Liens cassés dans la notification Slack si le titre contient des caractères spéciaux,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le titre de la tâche affiché sous forme de lien sur Slack doit être encodé en URL-safe pour fonctionner systématiquement.

### ⚠️ Comportement observé
Si la tâche s'intitule 'Refactoring & Nettoyage', le lien Slack s'arrête à '&' et renvoie vers une page d'erreur 404 sur TaskFlow.

### 🔄 Étapes de reproduction
1. Créer une tâche avec le titre 'A & B'
2. Cliquer sur le lien reçu dans Slack
3. Atterrir sur une 404

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/32,Closed,No,No,,"Feature::A - Slack, Priority::Medium, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:27,2026-05-27 13:26:28,2026-05-27 13:26:28,,,,,,,,
191122564,33,US : Intégration Slack multi-canal (notifier différents canaux selon le projet),"### 👤 Rôle utilisateur
**En tant que** directeur technique
**Je souhaite** configurer des règles d'envoi pour que les bugs aillent dans #tech-alerts et les stories RH dans #rh-notifications
**Afin de** ne pas polluer un canal unique et cibler les bonnes personnes

### 📋 Critères d'acceptation (Gherkin / Règles)
- Système de règles d'intégration (Si label = Bug, alors notifier canal X)
- Interface de configuration claire et intuitive

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/33,Closed,No,No,,"Feature::A - Slack, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:29,2026-05-27 13:26:30,2026-05-27 13:26:29,,,,,,,,
191122567,34,Bug : Lenteur de l'application lors de l'envoi de notifs Slack (appel bloquant),"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
L'enregistrement d'une tâche doit être instantané (< 100ms) et l'envoi Slack doit se faire de manière asynchrone.

### ⚠️ Comportement observé
L'interface freeze pendant 2 à 3 secondes lors de la sauvegarde car le backend attend la réponse HTTP de l'API de Slack avant de répondre au client.

### 🔄 Étapes de reproduction
1. Créer une tâche
2. Chronométrer le temps de chargement du bouton Sauvegarder

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/34,Closed,No,No,,"Feature::A - Slack, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:30,2026-05-27 13:26:31,2026-05-27 13:26:31,,,,,,,,
191122568,35,US : Permettre d'interagir avec la tâche directement depuis Slack (bouton Terminer),"### 👤 Rôle utilisateur
**En tant que** utilisateur Slack
**Je souhaite** cliquer sur un bouton 'Terminer la tâche' ou 'Changer d'assigné' directement sous le message Slack
**Afin de** mettre à jour le projet sans quitter mon application de communication principale

### 📋 Critères d'acceptation (Gherkin / Règles)
- Utilisation des Interactive Components de Slack Block Kit
- Authentification du clic de l'utilisateur pour vérifier ses droits dans TaskFlow

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/35,Closed,No,No,,"Feature::A - Slack, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:32,2026-05-27 13:26:32,2026-05-27 13:26:32,,,,,,,,
191122571,36,US : Personnalisation avancée des templates de messages Slack par le PO/PM,"### 👤 Rôle utilisateur
**En tant que** Product Owner
**Je souhaite** définir nous-mêmes les informations affichées dans les messages Slack via un mini-éditeur de templates
**Afin de** ajuster le niveau de détail des notifications pour nos équipes

### 📋 Critères d'acceptation (Gherkin / Règles)
- Variable placeholders comme {task.title}, {task.priority}, {task.assignee}
- Aperçu en temps réel du template Slack dans la console d'administration

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/36,Open,No,No,Sprint 7,"Feature::A - Slack, Priority::Medium, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:33,2026-05-27 13:26:33,,,,,,,,,
191122573,37,Bug : Crash lors de la connexion Slack sur les workspaces contenant plus de 1000 canaux,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le sélecteur de canal doit charger les canaux de manière paginée ou asynchrone pour supporter les grandes entreprises.

### ⚠️ Comportement observé
L'application plante avec un dépassement de mémoire (Out of Memory) car elle tente de récupérer d'un coup les 2500 canaux du workspace Slack d'un grand client.

### 🔄 Étapes de reproduction
1. Connecter un workspace Slack de 1500 canaux
2. Aller sur le sélecteur de canal
3. Crash du navigateur

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/37,Open,No,No,Sprint 7,"Feature::A - Slack, Priority::High, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:34,2026-05-27 13:26:34,,,,,,,,,
191122574,38,Spike : Choix de la technologie de cache client,"### 🔍 Objectif d'étude & recherche
Évaluer IndexedDB, WebSQL et LocalStorage en termes de capacité de stockage, support navigateur sur mobile (Safari iOS, Chrome Android) et facilité d'intégration avec React.

### 📦 Livrables attendus
- POC comparatif de stockage de 5000 tâches complexes
- Recommandation officielle : Utilisation de IndexedDB via la bibliothèque Dexie.js",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/38,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Spike",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:35,2026-05-27 13:26:36,2026-05-27 13:26:36,,,,,,,,
191122576,39,Spike : Choix de l'architecture de synchronisation,"### 🔍 Objectif d'étude & recherche
Analyser les approches Optimistic UI (affichage instantané et synchro asynchrone en arrière-plan) et Pessimistic Sync (attente réseau obligatoire) pour définir notre stratégie.

### 📦 Livrables attendus
- Diagrammes de séquence UML décrivant les cas d'erreur de réseau
- Choix : Optimistic UI avec file d'attente d'actions",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/39,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Spike",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:36,2026-05-27 13:26:38,2026-05-27 13:26:37,,,,,,,,
191122577,40,Configuration initiale du Service Worker pour la mise en cache des assets statiques,"### 🛡️ Problématique technique (Dette accumulée)
L'application web TaskFlow ne peut pas du tout se charger sans connexion internet (erreur 'Pas de connexion' du navigateur).

### 💡 Solution proposée
Déploiement d'un Service Worker basé sur Workbox pour intercepter les requêtes HTTP et servir les fichiers HTML/JS/CSS depuis le cache local.

### ⚡ Impact attendu
- L'application se charge en < 200ms même sans réseau
- Taux de rétention réseau de 100% sur les assets",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/40,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Tech Debt",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:38,2026-05-27 13:26:39,2026-05-27 13:26:39,,,,,,,,
191122579,41,US : Consulter la liste des tâches actives en mode hors-ligne,"### 👤 Rôle utilisateur
**En tant que** utilisateur nomade
**Je souhaite** consulter la liste de toutes mes tâches en cours lorsque je perds ma connexion internet
**Afin de** continuer à voir mon travail de la journée dans le train ou l'avion

### 📋 Critères d'acceptation (Gherkin / Règles)
- Les données de la liste des tâches active sont préchargées et stockées dans IndexedDB lors de la connexion
- Si le réseau tombe, l'application bascule automatiquement sur la lecture IndexedDB

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/41,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:40,2026-05-27 13:26:41,2026-05-27 13:26:40,,,,,,,,
191122580,42,US : Afficher un indicateur visuel (bannière) lorsque la connexion est perdue,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** voir une bannière jaune discrète en haut de l'écran m'indiquant 'Mode hors-ligne actif - Les modifications seront synchronisées'
**Afin de** être rassuré sur le fait que mon travail est bien sauvegardé localement

### 📋 Critères d'acceptation (Gherkin / Règles)
- Détection automatique via l'API `navigator.onLine` et les événements `online`/`offline`
- La bannière disparaît dès le retour de la connexion

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/42,Closed,No,No,,"Feature::B - Offline, Priority::Medium, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:42,2026-05-27 13:26:43,2026-05-27 13:26:43,,,,,,,,
191122584,43,US : Créer une tâche locale en mode hors-ligne,"### 👤 Rôle utilisateur
**En tant que** collaborateur déconnecté
**Je souhaite** cliquer sur 'Créer une tâche', remplir les champs et la sauvegarder en mode hors-ligne
**Afin de** noter mes idées immédiatement sans attendre d'avoir du réseau

### 📋 Critères d'acceptation (Gherkin / Règles)
- La tâche apparaît dans ma liste avec un badge 'En attente de synchronisation'
- La tâche est enregistrée localement dans IndexedDB avec un identifiant temporaire (UUID)

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/43,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:44,2026-05-27 13:26:44,2026-05-27 13:26:44,,,,,,,,
191122586,44,US : Modifier une tâche locale en mode hors-ligne,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** modifier le titre, la description ou changer le statut d'une tâche existante alors que je suis hors-ligne
**Afin de** avancer sur mon travail et mettre à jour mon tableau de tâches en direct

### 📋 Critères d'acceptation (Gherkin / Règles)
- Les modifications sont appliquées instantanément à l'écran (Optimistic UI)
- Un log de modification est empilé dans notre file de synchronisation locale

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/44,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:45,2026-05-27 13:26:46,2026-05-27 13:26:46,,,,,,,,
191122588,45,Bug : Perte du Service Worker après rafraîchissement forcé (Ctrl+F5),"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le Service Worker doit rester actif et servir le cache même si l'utilisateur fait un rafraîchissement forcé.

### ⚠️ Comportement observé
Le navigateur contourne le Service Worker lors d'un Ctrl+F5 et affiche l'écran d'erreur réseau par défaut d'Internet.

### 🔄 Étapes de reproduction
1. Se déconnecter d'Internet
2. Ouvrir TaskFlow (chargé via SW)
3. Faire Ctrl+F5 ou Cmd+Shift+R
4. L'application tombe en panne

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/45,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:46,2026-05-27 13:26:47,2026-05-27 13:26:47,,,,,,,,
191122589,46,US : Mettre en cache les pièces jointes légères pour consultation hors-ligne,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** télécharger et stocker automatiquement en arrière-plan les fichiers joints de moins de 2 Mo associés à mes tâches
**Afin de** consulter un document ou une image importante sans connexion

### 📋 Critères d'acceptation (Gherkin / Règles)
- Cache d'assets binaires géré par l'API Cache du navigateur
- Limite globale de cache pour éviter de saturer le stockage de l'appareil

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/46,Closed,No,No,,"Feature::B - Offline, Priority::Low, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:48,2026-05-27 13:26:49,2026-05-27 13:26:48,,,,,,,,
191122590,47,Bug : Conflit de version local / distant lors de la première synchronisation,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Lorsqu'une tâche est modifiée hors-ligne, la synchronisation doit vérifier si la version distante a changé avant d'écraser.

### ⚠️ Comportement observé
Le client hors-ligne écrase sauvagement toutes les modifications apportées par d'autres utilisateurs connectés pendant sa déconnexion, provoquant des pertes de données.

### 🔄 Étapes de reproduction
1. Utilisateur A se déconnecte et modifie la tâche 1
2. Utilisateur B modifie la tâche 1 en ligne
3. Utilisateur A se reconnecte et écrase les données de B

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/47,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:49,2026-05-27 13:26:50,2026-05-27 13:26:50,,,,,,,,
191122592,48,US : File d'attente des requêtes de modification (Sync Queue) persistée,"### 👤 Rôle utilisateur
**En tant que** développeur
**Je souhaite** sauvegarder l'ensemble des requêtes HTTP en attente (créations, modifications, suppressions) dans une table IndexedDB dédiée
**Afin de** ne perdre aucune modification même si le navigateur est fermé ou crashe avant le retour de la connexion

### 📋 Critères d'acceptation (Gherkin / Règles)
- Persistance automatique à chaque action hors-ligne
- Chargement de la queue de synchronisation au démarrage de l'application

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/48,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:51,2026-05-27 13:26:51,2026-05-27 13:26:51,,,,,,,,
191122593,49,Bug : Les tâches créées hors-ligne n'ont pas d'ID valide lors de la réévaluation locale,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Les tâches créées localement doivent utiliser un identifiant temporaire (UUID v4) unique, remplacé proprement par l'ID PostgreSQL lors de la synchro backend.

### ⚠️ Comportement observé
L'identifiant temporaire est interprété comme un entier par le frontend, provoquant des collisions de clés React et des bugs graphiques majeurs (tâches mélangées).

### 🔄 Étapes de reproduction
1. Passer hors-ligne
2. Créer 3 tâches à la suite
3. Constater que les 3 tâches partagent les mêmes sous-composants ou s'écrasent visuellement

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/49,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:52,2026-05-27 13:26:53,2026-05-27 13:26:53,,,,,,,,
191122595,50,US : Synchronisation automatique en arrière-plan à la détection du retour réseau,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** ne rien faire et laisser l'application synchroniser toutes mes modifications locales dès que le réseau est rétabli
**Afin de** avoir une expérience fluide et magique sans boutons de synchronisation manuels

### 📋 Critères d'acceptation (Gherkin / Règles)
- Déclenchement automatique de la file d'attente dès l'événement 'online'
- Traitement séquentiel de la queue pour respecter l'ordre chronologique des modifications

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/50,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:54,2026-05-27 13:26:54,2026-05-27 13:26:54,,,,,,,,
191122599,51,Bug : Duplication de tâches si l'utilisateur clique deux fois sur le bouton synchroniser,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
Le processus de synchronisation doit être idempotent et bloquer toute exécution parallèle.

### ⚠️ Comportement observé
Si la connexion est lente, l'utilisateur double-clique sur le bouton de retour en ligne et les requêtes de création sont envoyées en double au backend, créant des doublons.

### 🔄 Étapes de reproduction
1. Brider la connexion à 2G (Chrome DevTools)
2. Lancer la synchronisation
3. Double-cliquer frénétiquement

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/51,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:55,2026-05-27 13:26:56,2026-05-27 13:26:56,,,,,,,,
191122602,52,Spike : Gestion des conflits complexes (double modification),"### 🔍 Objectif d'étude & recherche
Étudier les algorithmes de synchronisation de données concurrentes comme les CRDTs (Conflict-free Replicated Data Types) et OT (Operational Transformation) pour la fusion intelligente de champs.

### 📦 Livrables attendus
- POC de fusion textuelle de descriptions en JS
- Recommandation d'implémentation simplifiée pour le MVP (fusion par champs et alertes utilisateurs)",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/52,Closed,No,No,,"Feature::B - Offline, Priority::High, Type::Spike",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:56,2026-05-27 13:26:57,2026-05-27 13:26:57,,,,,,,,
191122603,53,US : Gestion des conflits de synchronisation - Règle de base (Le dernier qui écrit gagne),"### 👤 Rôle utilisateur
**En tant que** Product Owner
**Je souhaite** résoudre les conflits de synchronisation simples en appliquant la date de modification la plus récente (Last Write Wins)
**Afin de** livrer rapidement un système de résolution de conflits robuste pour le MVP

### 📋 Critères d'acceptation (Gherkin / Règles)
- Comparaison du timestamp local de modification et du timestamp en DB
- Écrasement propre avec log dans la console d'audit

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/53,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::High, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:26:58,2026-05-27 13:26:58,,,,,,,,,
191122607,54,US : Interface de résolution de conflits (Fusion manuelle des modifications),"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** voir un écran pop-up comparatif me montrant les modifications distantes et mes modifications locales en conflit, et me permettant de choisir quoi garder
**Afin de** ne jamais perdre mes idées ou celles de mes collègues de manière arbitraire

### 📋 Critères d'acceptation (Gherkin / Règles)
- Affichage côte à côte des deux versions de la tâche avec mise en évidence des différences (diff)
- Boutons 'Garder ma version', 'Garder la version du serveur' et 'Fusionner manuellement'

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/54,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::High, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:00,2026-05-27 13:27:00,,,,,,,,,
191122610,55,Bug : Crash de la base IndexedDB si l'espace disque du navigateur est saturé,"### 🚨 Description de l'anomalie
Un dysfonctionnement a été signalé par les utilisateurs ou l'équipe QA.

### 🎯 Comportement attendu
L'application doit intercepter les erreurs d'écriture IndexedDB (`QuotaExceededError`) et inviter l'utilisateur à libérer de l'espace.

### ⚠️ Comportement observé
L'application plante brutalement sur un écran noir (Uncaught Exception) lorsque IndexedDB refuse d'enregistrer de nouvelles tâches car le quota navigateur est dépassé.

### 🔄 Étapes de reproduction
1. Remplir artificiellement le stockage du navigateur à 100%
2. Créer une tâche hors-ligne

### 💻 Environnement
- Navigateur: Chrome 124
- OS: macOS Sonoma",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/55,Open,No,No,Sprint 7,"Feature::B - Offline, Priority::High, Status::To Do, Type::Bug",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:02,2026-05-27 13:27:02,,,,,,,,,
191122613,56,US : Vider le cache hors-ligne manuellement depuis les paramètres utilisateur,"### 👤 Rôle utilisateur
**En tant que** utilisateur
**Je souhaite** cliquer sur un bouton 'Vider les données locales de stockage' pour purger IndexedDB et forcer une resynchronisation complète
**Afin de** résoudre moi-même d'éventuels bugs de désynchronisation de cache sans désinstaller le navigateur

### 📋 Critères d'acceptation (Gherkin / Règles)
- Supprime toutes les bases locales Dexie.js
- Recharge l'application et télécharge à nouveau la liste des tâches propre depuis l'API

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/56,Open,No,No,Sprint 8,"Feature::B - Offline, Priority::Low, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:04,2026-05-27 13:27:04,,,,,,,,,
191122614,57,US : Mode hors-ligne pour la création de projets complets,"### 👤 Rôle utilisateur
**En tant que** chef de projet déconnecté
**Je souhaite** créer un projet complet, définir ses colonnes Kanban et y ajouter des tâches initiales en mode hors-ligne
**Afin de** préparer mes lancements de projets depuis le train ou l'avion sans aucune barrière réseau

### 📋 Critères d'acceptation (Gherkin / Règles)
- Gestion des relations d'entités complexes hors-ligne (tâches liées à un projet temporaire)
- Résolution séquentielle propre lors de la synchronisation (Créer le projet sur le serveur, récupérer son ID, puis créer les tâches rattachées)

### 🛠️ DoD (Definition of Done)
- [ ] Code propre, documenté et testé unitairement (couverture > 80%)
- [ ] Revue de code approuvée par un développeur senior (Sarah ou Max)
- [ ] Changements vérifiés en environnement de QA (Julie)
- [ ] Aucune régression sur le dashboard ou le mode hors-ligne",Issue,https://gitlab.com/philippe.pary.astek/backlog-formation-popm/-/work_items/57,Open,No,No,Sprint 8,"Feature::B - Offline, Priority::Medium, Status::To Do, Type::User Story",Philippe Pary,philippe.pary.astek,"","",2026-05-27 13:27:05,2026-05-27 13:27:05,,,,,,,,,
